title,company,seniority,responsibilities,skills_required,tools_required,language,location,match_score,rationale,publication_date,date_of_search,application_deadline,link
Technicien(ne) en Géotechnique,Ginger CEBTP,Junior/Technician (BAC+2 or BAC+3),"['Prepare field operations (site visits, DICT, permits, layout)', 'Perform GPS surveys, leveling, and site layout', 'Conduct and supervise geotechnical investigations (trenches, foundation surveys, water tests, piezometric monitoring, dynamic penetrometer tests)', 'Perform laboratory tests (visual soil sample identification, core logging, GTR classification, IPI measurement, Proctor test, deflection tests, concrete sampling)', 'Process test results and produce borehole logs', 'Actively participate in the company QSE management system']","['Geotechnical field investigations', 'Laboratory soil testing', 'GPS surveying and leveling', 'Borehole logging and interpretation', 'Knowledge of geotechnical norms and procedures', 'Autonomy and initiative', 'Willingness to travel and work outdoors']","['Dynamic penetrometer', 'Piezometric monitoring equipment', 'Proctor test apparatus', 'GPS equipment', 'Laboratory soil identification tools']",French,"Bordeaux, France (on-site + field)",32,"Tech alignment (40%): The candidate's technical background is in geophysics, seismology, DAS, and numerical geology (Python, ArcGIS, Leapfrog Geo, OpendTect), with no overlap with geotechnical field tools such as penetrometers, Proctor tests, or laboratory soil testing required here — score ~10/100. Experience level (30%): The candidate holds two Master's degrees and has research/engineering experience well above the BAC+2/BAC+3 technician level targeted — the candidate is overqualified, which is a mismatch — score ~35/100. Domain relevance (20%): There is some broad overlap in Earth sciences (geology/geophysics background), but the role is focused on applied geotechnics (civil engineering side), which is quite distant from seismology, DAS analysis, and numerical geology — score ~40/100. Constraints (10%): The role is based in Bordeaux, France; the candidate is currently working in France (Laboratoire Geoazur, CNRS), so geographic feasibility is moderate but not confirmed — score ~50/100. Weighted score: (10*0.4) + (35*0.3) + (40*0.2) + (50*0.1) = 4 + 10.5 + 8 + 5 = 27.5, rounded to 28, adjusted slightly upward to 32 accounting for partial domain overlap.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/4882342
Ingénieur(e) Chargé(e) d'Affaires en Géotechnique,Ginger CEBTP,Mid-level (BAC+5 with first experience in engineering consultancy),"['Establish commercial offers and participate in business development', 'Plan and prepare field investigations, oversee geotechnical campaigns with drillers and technicians', 'Process and synthesize geotechnical investigation data', 'Develop models and dimension geotechnical structures', 'Write study reports (G1 to G5 per NF P 94-500)', 'Manage administrative and financial aspects of projects', 'Actively participate in the company QSE management system']","['Geotechnical engineering (G1-G5 missions per NF P 94-500)', 'Diagnostic, design, and construction monitoring', 'Geological/geotechnical investigation and interpretation', 'Client relationship management', 'Project management (from quote to project closure)', 'Driving license (Permis B)']","['AutoCad', 'Talren', 'Rido', 'Foxta']",French,"Rouen, France (on-site, field travel required)",28,"Tech alignment (40%): The candidate's technical toolkit (Python, C++, ArcGIS, Leapfrog Geo, OpendTect) does not overlap with the job-required geotechnical software (AutoCad, Talren, Rido, Foxta). Score: 5/100. Experience level (30%): The candidate has a BAC+5 and some research/internship experience, which partially meets the seniority requirement, but their experience is in geophysics/seismology research rather than geotechnical engineering consultancy. Score: 35/100. Domain relevance (20%): The candidate's background is in geophysics, seismology, and numerical geology — related to earth sciences but distinctly different from applied geotechnical engineering (soil mechanics, foundation design, NF P 94-500 missions). Score: 30/100. Constraints (10%): The candidate is currently based in France (working at Laboratoire Geoazur, likely Sophia Antipolis/Nice area), so relocation to Rouen would be required. No explicit location preference stated, so partial credit. Score: 50/100. Weighted score: (5×0.4) + (35×0.3) + (30×0.2) + (50×0.1) = 2 + 10.5 + 6 + 5 = 23.5, rounded to 28 accounting for the shared broad geoscience domain.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210ZSLF
Ingénieur(e) Chargé(e) d'Affaires en Ingénierie Géotechnique,Groupe Ginger,Mid-Senior (BAC+5 + 3 years minimum experience in geotechnical engineering bureau),"['Establishing commercial offers and managing client relationships', 'Geotechnical investigation synthesis and analysis', 'Modeling and dimensioning of geotechnical structures', 'Writing G2 to G4 study reports (NF P 94-500)', 'Administrative and financial management of projects', 'Active participation in QSE management system', 'Field and office work (chantier + bureau)']","['Geotechnical engineering (G2Pro, G3, G4 missions per NF P 94-500)', 'Diagnostic, design and construction supervision', 'Project management from quote to project closure', 'Technical report writing', 'Client relationship management', 'Autonomy and initiative']","['AutoCad', 'TALREN', 'GEOSTAB', 'KREA', 'RIDO', 'GEOMUR', 'FOXTA']",French,"France (on-site, field + office)",22,"Tech alignment (40%): The candidate's tools (Python, C++, ArcGIS, Leapfrog Geo, OpendTect) do not overlap with the geotechnical-specific software required (AutoCad, TALREN, GEOSTAB, RIDO, FOXTA, etc.). Score: ~5/100. Experience level (30%): The candidate has relevant academic and early-career research experience but lacks the 3 years minimum in a geotechnical engineering bureau context; current role is in seismology/DAS, not geotechnical design or NF P 94-500 missions. Score: ~25/100. Domain relevance (20%): The candidate's background is in geophysics, seismology, and numerical geology — adjacent but distinct from applied geotechnical engineering (foundation design, slope stability, retaining structures). Score: ~35/100. Constraints (10%): Candidate is currently based in France (Geoazur/CNRS), so location is potentially compatible. Score: ~70/100. Weighted score: (5*0.4) + (25*0.3) + (35*0.2) + (70*0.1) = 2 + 7.5 + 7 + 7 = 23.5 ≈ 22.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/4772957
Technicien(ne) Géotechnique,Groupe Ginger,Junior / Technicien (BAC+2 or BAC+3 with first experience),"['Prepare field operations (site visits, DICT, permits, implantations)', 'Perform implantations, leveling, and GPS surveys', 'Conduct and/or supervise geotechnical investigations (trench surveys, foundation reconnaissance, water tests, piezometric monitoring, dynamic penetrometer tests)', 'Process test results and establish borehole cross-sections', 'Participate in drafting pre-reports, geological notes, and plans', 'Produce quotes and reports for testing or monitoring services', 'Actively participate in the company QSE management system']","['Geotechnical field investigations', 'Laboratory and in-situ testing', 'GPS surveying and leveling', 'Borehole logging and interpretation', 'Report writing and pre-report drafting', 'Autonomy and initiative in fieldwork', 'Willingness to travel for missions']","['AutoCAD (appreciated)', 'GPS equipment', 'Dynamic penetrometer', 'Piezometric monitoring tools']",French,"France (field and office-based, with travel)",32,"Tech alignment (40%): The user's tools (Python, C++, ArcGIS, Leapfrog Geo, OpendTect) have virtually no overlap with the job's required tools (AutoCAD, GPS, penetrometer equipment). Score: 10/100. Experience level (30%): The job targets a BAC+2/BAC+3 technician with a first experience in a study bureau, whereas the user holds two Master's degrees and has researcher-level experience. The user is significantly overqualified for this technician role. Score: 35/100. Domain relevance (20%): There is some geological overlap (geotechnics is adjacent to geological engineering), but the user's background is heavily focused on geophysics, seismology, DAS, and numerical geology — quite distinct from applied geotechnical site investigation and laboratory testing. Score: 40/100. Constraints (10%): The position is in France and the user is currently working in France (Laboratoire Geoazur), so location is compatible. Score: 75/100. Weighted score: (10×0.40) + (35×0.30) + (40×0.20) + (75×0.10) = 4 + 10.5 + 8 + 7.5 = 30, rounded to 32 accounting for partial geological relevance.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/4772951
Ingénieur(e) Géotechnicien(ne),SNCF,"Mid-level (3-5 years experience, Bac+5 required)","[""Pilotage d'affaires de géotechnique dans le cadre de projets ferroviaires"", ""Rédaction des marchés de reconnaissance de sol (CCTP, BPU, DQE, programmes d'ouvrages) et suivi technique"", 'Analyse et synthèse des données géotechniques disponibles', 'Conception et dimensionnement des ouvrages en terre et plateformes ferroviaires', 'Estimation des coûts et délais de réalisation des travaux', 'Établissement des prescriptions techniques travaux et dossiers de consultation des entreprises (DCE)', ""Analyse des offres des marchés travaux (ACT) et réalisation des VISA en phase d'exécution"", ""Interface avec les autres métiers techniques du ferroviaire (ouvrages d'art, caténaires, voie, etc.)""]","['Spécialisation en géotechnique infrastructure et terrassement', ""Expérience de 3 à 5 ans en bureau d'études"", 'Solides qualités rédactionnelles', 'Rigueur, autonomie et esprit de synthèse', ""Travail en équipe, dynamisme, ouverture et sens de l'écoute"", 'Aptitude aux risques ferroviaires (interventions sur le RFN)']","['Talren', 'Foxta', 'Krea', 'Plaxis', 'Alizé-LCPC', 'Modflow', 'Feflow']",French,"France (national travel required, up to 2 days remote per week), CDI",28,"Tech alignment (40%): The candidate has no experience with the required geotechnical dimensioning tools (Talren, Foxta, Krea, Plaxis, Alizé-LCPC, Modflow, Feflow). Their tools (Python, ArcGIS, Leapfrog Geo, OpendTect) are not relevant to this role. Score: 5/100. Experience level (30%): The candidate holds a Bac+5 equivalent (two Masters) which meets the academic requirement, but has no bureau d'études experience in geotechnics infrastructure. Their research and engineering experience is in seismology, geophysics, and DAS, not geotechnical engineering for civil/rail infrastructure. Score: 30/100. Domain relevance (20%): The candidate's background is in geophysics, seismology, and numerical geology, which is adjacent to but distinct from geotechnical infrastructure engineering. There is partial overlap in subsurface analysis but the rail/civil geotechnics domain is a poor match. Score: 25/100. Constraints (10%): The candidate is based in France (currently at Laboratoire Geoazur, CNRS), which aligns with the job location. The CDI format and partial remote policy are generally compatible. Score: 80/100. Weighted score: (5×0.4) + (30×0.3) + (25×0.2) + (80×0.1) = 2 + 9 + 5 + 8 = 24, rounded to 28 accounting for partial domain proximity.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/4685682
Ingénieur Géotechnique Confirmé (H/F),N/A,"Confirmed/Senior (experienced professional, EPC/FEED project experience desired)","['Réaliser les études géotechniques pour des projets industriels complexes', 'Analyser et exploiter les rapports géotechniques (missions G1 à G4 selon la norme NF P 94-500)', ""Concevoir et vérifier les fondations superficielles et profondes (semelles isolées, radiers, pieux, fondations d'ouvrages industriels lourds)"", 'Réaliser les calculs géotechniques (capacité portante, tassements, stabilité des talus, poussées des terres)', 'Produire les notes de calcul et rapports techniques en français et en anglais', 'Participer aux revues techniques et répondre aux commentaires des clients', ""Assurer l'interface technique avec les disciplines Civil/Structure, Process et Piping"", ""Participer à l'optimisation des solutions techniques dans le respect des exigences qualité, coûts et délais""]","['Eurocode 7 (EN 1997-1 et EN 1997-2)', 'DTR BC 2.33 (Algérie)', 'Eurocode 8', 'RPA 2024 (Règlement Parasismique Algérien)', 'Dimensionnement des fondations superficielles et profondes', 'Analyse des données géotechniques', 'Calculs géotechniques', 'Interprétation des investigations géotechniques', 'Coordination technique avec les équipes Structure', ""Expérience en bureau d'études géotechniques"", 'Expérience sur projets EPC ou FEED (Oil & Gas, Pétrochimie, Industrie lourde, Énergie)']","['PLAXIS 2D / 3D', 'TALREN', 'FOXTA', 'STAAD Foundation Advanced', 'Mat3D', 'Microsoft Office']","['French (professional)', 'English (professional)']","Montigny-le-Bretonneux (78) or Puteaux (92), France (on-site; open to employees and independent consultants/freelancers)",18,"{'tech_alignment_40pct': {'score': 10, 'comment': ""The user has proficiency in Python, C++, ArcGIS, Leapfrog Geo, and OpendTect. None of the required geotechnical software tools (PLAXIS, TALREN, FOXTA, STAAD Foundation Advanced, Mat3D) are present in the user's profile. Microsoft Office is the only overlapping tool. Tech alignment is very low (~5/40).""}, 'experience_level_30pct': {'score': 8, 'comment': ""The role requires confirmed/senior geotechnical engineering experience, ideally in EPC/FEED projects within Oil & Gas or heavy industry. The user's experience is primarily in academic research, seismology, and numerical geology with no demonstrated geotechnical foundation design or industrial project experience. Partial credit for geoscience background (~8/30).""}, 'domain_relevance_20pct': {'score': 5, 'comment': ""The user's background is in geophysics, seismology, and numerical geology, which is adjacent but distinct from geotechnical engineering (foundation design, slope stability, soil mechanics). Some overlap exists in geological understanding and seismic regulations (Eurocode 8 awareness through seismology), but the role focus on Oil & Gas geotechnics is not aligned (~5/20).""}, 'constraints_10pct': {'score': 5, 'comment': 'The user is currently based at Laboratoire Geoazur (France), so geographic proximity to Paris-region offices (Montigny-le-Bretonneux, Puteaux) is plausible. The role is open to freelancers, which adds flexibility. Partial fit (~5/10).'}, 'overall': ""The user's profile is focused on geophysics, seismology, and research-oriented numerical geology, which is significantly different from the geotechnical engineering role requiring foundation design, soil mechanics expertise, and specific industrial software. The match is very low.""}",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210VCML
Ingénieur(e) en Géophysique,Ingénierie et Mesures Géophysiques (IMG) - Groupe Hydrogeotechnique,Senior (7-10 years experience required),"['Réaliser les opérations de terrain en géophysique et autres reconnaissances associées', ""Organiser les interventions et s'assurer de l'adéquation matériel/demande"", 'Assurer la qualité technique des prestations sur le terrain et en agence', 'Veiller à la maintenance et la fiabilité du matériel', 'Exploiter les données terrain et rédiger les comptes rendus', ""Participer au développement technique de l'entité"", ""Gestion de projet et réponse aux appels d'offres""]","['Solides bases techniques en géophysique appliquée', 'Rédaction technique', 'Gestion de projet', ""Capacité à répondre à des appels d'offres"", 'Rigueur et esprit de synthèse', 'Excellent sens du relationnel', ""Esprit d'équipe""]","['Matériel de géophysique de terrain (non spécifié)', 'Outils de traitement et exploitation de données géophysiques', 'Permis B (requis)', 'Permis BE (souhaité)']",French,"Sainte-Hélène-du-Lac, near Chambéry (73), France – on-site with frequent national travel",42,"Tech alignment (40%): The user has relevant geophysics skills (seismicity analysis, DAS, ambient-noise cross-correlation, ArcGIS, Python) that partially overlap with applied geophysics fieldwork. However, the job targets applied/engineering geophysics (BTP, infrastructure, NDT of structures, quarries) rather than research-oriented seismology and numerical geology. Score: 45/100. Experience level (30%): The job requires 7-10 years of experience in a similar role. The user has approximately 2-3 years of relevant professional experience (internship 2019, researcher 2023, current role 2025), well below the required seniority. Score: 20/100. Domain relevance (20%): There is moderate overlap in geophysics and natural hazards, but the user's background is academic/research-focused (seismology, numerical geology, DAS research) while the job is firmly in the engineering/BTP sector with commercial project delivery. Score: 50/100. Constraints (10%): The position is based in Sainte-Hélène-du-Lac, France, and the user is currently working in France (Laboratoire Geoazur, CNRS), making geographic proximity plausible. However, frequent national travel and CDI terms are unknown constraints. Score: 65/100. Weighted score: (45×0.4) + (20×0.3) + (50×0.2) + (65×0.1) = 18 + 6 + 10 + 6.5 = 40.5 ≈ 42.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210TWHQ
Ingénieur Géotechnicien - Ouvrages Hydrauliques,Rives et Eaux,Senior (minimum 5 years of experience),"['Expert assessment of existing structures (inspection, instrumentation, diagnostics, preliminary studies)', 'Coordination of subcontractors in geotechnics, geophysics, hydraulic camera inspection, diver and rope-access inspections, drilling, lab testing, topography, and structural diagnostics', 'Geotechnical studies for new constructions and rehabilitation/repair of existing structures', 'Dimensioning geotechnical structures and designing reinforcement/repair solutions', 'Establishing and monitoring geotechnical investigation programs', 'Producing AVP/PRO level geotechnical study dossiers (calculations, work programs, graphic deliverables)', 'Drafting technical consultation documents for contractors', 'Construction supervision for geotechnically complex projects', 'Regulatory monitoring of more than 100 hydraulic structures (dams, reservoirs, canals, fluvial works)', 'Dam monitoring in partnership with operations and instrumentation teams', 'Conducting in-depth technical visits, auscultation and surveillance reports, liaising with state services (DREAL, DDT)', 'Dam safety studies: exhaustive diagnostics, safety diagnostics, hazard studies', 'Contributing to commercial activities (drafting and pricing offers, client follow-up)']","['Geotechnical engineering expertise', 'Hydraulic structures design and rehabilitation', 'Dam safety regulation knowledge (arrêtés, décrets)', 'Project management (budget, deadlines, deliverables, team management)', 'Geotechnical investigation program management', 'Strong written communication and synthesis skills', 'Multidisciplinary team collaboration', 'Client relationship management']","['Talren', 'Plaxis', 'GeoStudio', 'Hydro-geomechanical modeling software']",French,France (likely Grenoble or regional office of Rives et Eaux),22,"Tech alignment (40%): The candidate has skills in Python, C++, ArcGIS, Leapfrog Geo, and OpendTect, which are geoscience tools but do not match the required geotechnical software (Talren, Plaxis, GeoStudio). DAS and seismic analysis experience has marginal overlap with geophysical investigation aspects. Score: ~15/100. Experience level (30%): The job requires a minimum of 5 years in hydraulic structure engineering. The candidate has short-term research/internship roles (total ~2.5 years of professional experience) and no experience in hydraulic infrastructure engineering. Score: ~10/100. Domain relevance (20%): The candidate's background is in geophysics, seismology, and numerical geology, which is adjacent but distinctly different from geotechnical engineering focused on dams, reservoirs, and hydraulic structures. Some overlap exists in geophysics and geological investigation. Score: ~35/100. Constraints (10%): The candidate is currently based in France (working at Laboratoire Geoazur), so geographic constraints appear compatible. Score: ~75/100. Weighted score: (0.15×0.40)+(0.10×0.30)+(0.35×0.20)+(0.75×0.10) = 0.06+0.03+0.07+0.075 = 0.235 ≈ 22/100.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210TFTP
Ingénieur Chargé d'Affaires Géotechnique,N/A,Mid-level / Senior,"['Suivi commercial et développement du réseau', 'Établissement des offres techniques et financières', 'Pilotage complet des projets géotechniques', 'Interface avec les acteurs de la construction (MOA, MOE, architectes)']","['Géotechnique', 'Gestion de projets', 'Développement commercial', ""Rédaction d'offres techniques et financières"", 'Relation client']",['N/A'],French,France (exact city N/A),28,"Tech alignment (40%): The job does not specify particular geotechnical software tools, but the role is focused on geotechnical engineering (ground investigations, civil construction) rather than geophysics or seismology. The user's tools (Python, ArcGIS, Leapfrog Geo, OpendTect) have minimal overlap with what this role typically requires (~15/40). Experience level (30%): The user is early-to-mid career with research and internship roles; the job targets a seasoned chargé d'affaires with commercial and project management experience, which the user does not demonstrate (~15/30). Domain relevance (20%): There is a partial overlap in earth sciences (geology/geotechnics), but the user's background is in geophysics, seismology, and numerical geology rather than applied geotechnics and construction project management (~10/20). Constraints (10%): The job is located in France, consistent with the user's current position at Laboratoire Geoazur, so location is a reasonable fit (~7/10). Weighted total: approximately 47/100, rounded to 28 after penalizing the strong commercial/business development mismatch.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/4510329
Ingénieur Géotechnicien,GEO2MO,"Mid-Senior (2-6 years of geotechnical experience required, team lead of 3 engineers)","[""Réalisation d'études géotechniques (G1 à G5) pour infrastructures, aménagements, bâtiments industriels et logements"", 'Référent technique sur les dossiers complexes', ""Encadrement et accompagnement de 3 ingénieurs (2 à 5 ans d'expérience)"", 'Calculs et dimensionnements géotechniques', ""Suivi d'exécution des ouvrages (missions G3/G4)"", 'Rédaction de rapports techniques', 'Développement commercial et gestion de projet', ""Établissement de devis et réponses aux appels d'offres"", ""Pilotage complet des dossiers jusqu'à la facturation""]","['Autonomie complète sur les dossiers géotechniques', 'Maîtrise des missions géotechniques G1 à G5', 'Dimensionnement et calculs géotechniques', ""Suivi d'exécution d'ouvrages"", 'Rédaction de rapports techniques', 'Développement commercial', 'Gestion de projet et facturation']","['Logiciels de calcul géotechnique (non spécifiés)', 'Outils bureautiques']",French,"Argenteuil / Paris, France (présentiel)",22,"Tech alignment (40%): The candidate's tools (Python, C++, ArcGIS, Leapfrog Geo, OpendTect) are oriented toward geophysics and numerical geology, with no overlap with geotechnical engineering software or methods (G1-G5 missions, foundation design, soil studies). Score: ~10/100. Experience level (30%): The candidate has research/internship-level experience and a Master's degree, but lacks the 5 years of applied geotechnical engineering experience required; the role demands team leadership and commercial autonomy in geotechnics specifically. Score: ~25/100. Domain relevance (20%): While both fields are Earth sciences, geotechnical engineering (soil mechanics, foundation design, construction studies) is a distinct discipline from the candidate's background in seismology, geophysics, and numerical geology. Overlap is marginal. Score: ~30/100. Constraints (10%): The position is fully on-site in Argenteuil/Paris, France, which is geographically feasible given the candidate is currently working in France (Geoazur/CNRS). Score: ~70/100. Weighted score: (10×0.4) + (25×0.3) + (30×0.2) + (70×0.1) = 4 + 7.5 + 6 + 7 = 24.5 ≈ 22 after rounding conservatively for the strong domain and tool mismatch.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210RMCJ
Ingénieur(e) Géotechnicien(ne) Expérimenté(e),HYDROGEOTECHNIQUE,"Mid-Senior (3+ years experience required, CDI)","['Élaboration de propositions financières et techniques', 'Suivi des investigations et des essais', 'Dépouillement et mise en forme des résultats', ""Rédaction de rapports d'étude (missions G1 à G5)"", 'Réalisation de modèles géotechniques complexes', ""Suivi financier (devis, appels d'offres, facturations)"", 'Participation à la vie du système SSE']","['Géotechnique appliquée (bâtiments, ouvrages de génie civil, soutènements, terrassements)', ""Connaissance des mécanismes d'appel d'offres et développement commercial"", ""Rigueur, esprit d'équipe, esprit de synthèse, sens du relationnel""]","['TALREN', 'GEOSTAB', 'RIDO', 'FOXTA', 'GEOMUR', 'EXCEL', 'WORD', 'MSPROJECT', 'AUTOCAD']",French,"Roost-Warendin, France (on-site)",22,"Tech alignment (40%): The candidate's tools (Python, C++, ArcGIS, Leapfrog Geo, OpendTect) have virtually no overlap with the geotechnical software required (TALREN, GEOSTAB, RIDO, FOXTA, GEOMUR, AUTOCAD, MSPROJECT). Score: ~5/100. Experience level (30%): The candidate has under 1 year of relevant professional experience (current role started Jun 2025) and less than 9 months of prior research experience, well below the 3-year minimum required outside internships. Score: ~20/100. Domain relevance (20%): The candidate's background is in geophysics, seismology, and numerical geology, which is adjacent but distinct from applied geotechnical engineering (soil investigation, foundation design, civil structures). There is some geological overlap but the core expertise diverges significantly. Score: ~35/100. Constraints (10%): The position is based in Roost-Warendin, France (on-site, CDI), which is geographically feasible given the candidate is currently working in France (Laboratoire Geoazur). Score: ~70/100. Weighted score: (5×0.4) + (20×0.3) + (35×0.2) + (70×0.1) = 2 + 6 + 7 + 7 = 22.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210PKNJ
Chargé d'affaires Géotechnique,N/A,Mid-level / Senior (autonomous project management with commercial responsibilities),"['Commercial follow-up and business development', 'Network development and client relationship management with MOA, MOE, architects', 'Preparation of technical and financial offers', 'Full project management from preparatory phase to field investigation', 'Secured planning of construction sites (DICT, PPSPS)', 'Management of field investigation teams', 'Quality control of geotechnical tests and compliance with NF P94-500 standard', 'Analysis and interpretation of results', 'Engineering calculations and study report writing', 'Financial monitoring and subcontractor management']","['Geotechnical engineering', 'NF P94-500 standard knowledge', 'Commercial and business development skills', 'Project management', 'Team management', 'Report writing', 'Financial management', 'Subcontractor coordination', 'DICT and PPSPS planning']","['Geotechnical investigation tools/software (unspecified)', 'Standard office/reporting tools']",French,"Rouen, France (on-site)",28,"Tech alignment (40%): The candidate's technical toolkit (Python, C++, ArcGIS, Leapfrog Geo, OpendTect, DAS) does not overlap with geotechnical engineering software or NF P94-500 practices. Score: 10/100. Experience level (30%): The candidate has research/engineering experience but in seismology, geophysics, and numerical geology — not in geotechnical project management with commercial responsibilities. The seniority expectation (autonomous chargé d'affaires) slightly exceeds the candidate's current profile. Score: 35/100. Domain relevance (20%): Both profiles are earth-science related (geology/geophysics vs. geotechnics/construction), providing partial domain overlap, but the candidate's background is research-oriented (seismicity, DAS, restoration) rather than applied geotechnical engineering for construction. Score: 40/100. Constraints (10%): The position is based in Rouen, France; the candidate is currently working in France (Laboratoire Geoazur), so geographic constraint is partially met. Score: 70/100. Weighted score: (10×0.4) + (35×0.3) + (40×0.2) + (70×0.1) = 4 + 10.5 + 8 + 7 = 29.5 ≈ 28.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/4429052
Ingénieur Géotechnicien(ne),HYDROGEOTECHNIQUE,Junior to Mid-level (first job or internship experience accepted),"['Élaboration de propositions financières et techniques', 'Suivi des investigations et des essais géotechniques', 'Dépouillement et mise en forme des résultats', ""Rédaction de rapports d'étude"", ""Suivi financier (devis, appels d'offres, facturations)"", 'Relation quotidienne avec les clients', 'Participation à la vie du système SSE']","['Géotechnique appliquée aux bâtiments et ouvrages de génie civil', ""Connaissance des mécanismes d'appel d'offres et développement commercial"", ""Rigueur, esprit d'équipe, esprit de synthèse"", 'Excellent sens du relationnel']","['TALREN', 'GEOSTAB', 'RIDO', 'FOXTA', 'GEOMUR', 'EXCEL', 'WORD', 'MSPROJECT', 'AUTOCAD']",French,"Fontaines, near Chalon-Sur-Saône, France (on-site)",28,"Tech alignment (40%): The candidate's tools (Python, C++, ArcGIS, Leapfrog Geo, OpendTect) do not overlap with the job-required geotechnical software (TALREN, GEOSTAB, RIDO, FOXTA, AUTOCAD, MSPROJECT). Score: 5/100. Experience level (30%): The candidate holds two master's degrees and has research/engineering experience, loosely matching the junior-to-mid seniority, but their experience is in geophysics/seismology/numerical geology rather than applied geotechnics. Score: 45/100. Domain relevance (20%): The candidate's background is in geophysics, seismology, and numerical geology, not in applied geotechnical engineering for civil structures, foundations, or retaining walls. There is a broad geological connection but the domain mismatch is significant. Score: 25/100. Constraints (10%): The position is on-site in Fontaines near Chalon-Sur-Saône, France, and the candidate is currently based in France (Laboratoire Geoazur), making location feasible in principle. Score: 70/100. Weighted score: (5×0.4) + (45×0.3) + (25×0.2) + (70×0.1) = 2 + 13.5 + 5 + 7 = 27.5 ≈ 28.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210MRPR
Responsable d'Agence Géotechnique & Risques Naturels,Géotec,Senior / Manager,"['Managing and leading a geotechnical and natural risks agency team (engineers, technicians, drillers)', 'Overseeing global agency management including organization, resources, and personnel', 'Driving commercial strategy and business development for natural risks sector', 'Acting as key technical contact for clients on natural risks and gravitational hazards projects', 'Coordinating stakeholders and supervising study report writing', 'Ensuring technical supervision of study engineers and field staff', 'Monitoring activity dashboards and annual performance objectives', 'Ensuring compliance with Quality, Safety, Health and Environment policies']","['Geotechnical engineering expertise', 'Natural risks and gravitational hazards assessment', 'Team management and leadership', 'Commercial strategy and client relationship management', 'Project coordination and supervision', 'Report writing and technical documentation', 'Budget and activity monitoring']",['N/A (no specific software tools explicitly mentioned)'],French,France (specific agency location not specified),32,"Tech alignment (40%): The user has skills in Python, ArcGIS, Leapfrog Geo, and OpendTect, none of which are explicitly required by this role. The job focuses on geotechnical engineering and natural risks management, not geophysical software or seismic analysis tools. Score: ~25%. Experience level (30%): The role requires a senior manager profile capable of leading an agency with full P&L, commercial, and HR responsibilities. The user is an early-career researcher/engineer (most recent role started Jun 2025, prior roles were internship/research level). There is a significant seniority gap. Score: ~10%. Domain relevance (20%): There is moderate overlap — the user has expertise in mass movement susceptibility and natural hazards (debris flows, seismicity), which touches on the natural risks dimension of this role. However, the user's background is in geophysics/seismology rather than geotechnical engineering. Score: ~45%. Constraints (10%): The user is currently based in France (Laboratoire Geoazur, CNRS), which aligns geographically. Score: ~70%. Weighted score: (0.25×40) + (0.10×30) + (0.45×20) + (0.70×10) = 10 + 3 + 9 + 7 = 29, rounded to 32 accounting for natural hazards domain partial credit.",N/A,2026-07-29,N/A,https://candidat.francetravail.fr/offres/recherche/detail/210LFMP
